"","qrt","evt","cl","de","locX","locY","opt1","opt2","mtype","etype","opid","tid","pid","hs","vs","epid","oftid","ord","id"
"1","1st","2","12:00","Start Period","0","-80","0","0","0","12","","0","0","0","0","","0","20000","0021900712"
"2","1st","4","11:58","Jump Ball Whiteside vs Capela (Anthony gains possession)","0","-80","0","0","0","10","203991","1610612757","202355","0","0","2546","1610612757","60000","0021900712"
"3","1st","7","11:41","[POR] Anthony Jump Shot: Missed","-2","147","2","0","1","2","","1610612757","2546","0","0","","1610612757","70000","0021900712"
"4","1st","8","11:38","[HOU] Capela Rebound (Off:0 Def:1)","-2","147","0","0","0","4","","1610612745","203991","0","0","","1610612757","80000","0021900712"
"5","1st","9","11:34","[HOU] Gordon Driving Layup Shot: Missed","-3","19","2","0","6","2","203468","1610612745","201569","0","0","","1610612745","90000","0021900712"
"6","1st","11","11:34","[POR] Team Rebound","-3","19","0","0","0","4","","1610612757","0","0","0","","1610612745","110000","0021900712"
"7","1st","12","11:34","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","0","0","","1610612757","120000","0021900712"
"8","1st","13","11:27","[POR] Lillard Turnover : Out of Bounds Lost Ball Turnover (1 TO)","37","41","0","0","40","5","","1610612757","203081","0","0","","1610612757","130000","0021900712"
"9","1st","14","11:12","[HOU] Gordon 3pt Shot: Missed","231","20","3","0","1","2","","1610612745","201569","0","0","","1610612745","140000","0021900712"
"10","1st","15","11:09","[HOU] Westbrook Rebound (Off:1 Def:0)","231","20","1","0","0","4","","1610612745","201566","0","0","","1610612745","150000","0021900712"
"11","1st","16","11:03","[HOU 2-0] Tucker Driving Floating Jump Shot: Made (2 PTS) Assist: Harden (1 AST)","49","29","2","0","101","1","","1610612745","200782","0","2","201935","1610612745","160000","0021900712"
"12","1st","18","10:51","[POR] Whiteside Turnover : Lost Ball (1 TO) Steal:Harden (1 ST)","16","242","1","0","2","5","201935","1610612757","202355","0","2","","1610612757","180000","0021900712"
